Date,restaurant_id,Churn Reasons,Churn Remarks,New Remarks
08-May-25,148194,Permanently Closed (Outlet/brand),Not Connected,Not Connected
05-May-25,99169,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
05-May-25,121053,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
05-May-25,340753,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
05-May-25,123185,Switched to Another POS,The brand is switched to Rista PoS. Not using Petpooja POSS Due to Pricing issue.,The brand is switched to Rista PoS. Not using Petpooja POSS Due to Pricing issue.
05-May-25,25458,Permanently Closed (Outlet/brand),The brand has closed their retail business and closed all outlets now owner is focused on export business.,The brand has closed their retail business and closed all outlets now owner is focused on export business.
05-May-25,75512,Permanently Closed (Outlet/brand),"The brand currently has very few active outlets (4 out of 31, last month 5 out of 31) in the market. The brand owner, Rohan, typically reaches out only when he has a specific request. Otherwise, he is generally unresponsive to calls. I have been unable to get in touch with him since long. I have sent him a WhatsApp message, a group message, and an email but have not received any response so far. Also, the brand is not perfomring good in the market.","The brand currently has very few active outlets (4 out of 31, last month 5 out of 31) in the market. The brand owner, Rohan, typically reaches out only when he has a specific request. Otherwise, he is generally unresponsive to calls. I have been unable to get in touch with him since long. I have sent him a WhatsApp message, a group message, and an email but have not received any response so far. Also, the brand is not perfomring good in the market."
05-May-25,144375,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
05-May-25,102791,Permanently Closed (Outlet/brand),The Id has been deleted from the dashboard on 16 Dec 2025.,The Id has been deleted from the dashboard on 16 Dec 2025.
08-May-25,147414,Permanently Closed (Outlet/brand),Outlets are closed,Outlets are closed
05-May-25,144376,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
05-May-25,158634,Permanently Closed (Outlet/brand),Franchise closed the outlet as it wasn't performing.,Franchise closed the outlet as it wasn't performing.
08-May-25,351701,Switched to Another POS,They have created their own ERP System,They have created their own ERP System
05-May-25,338514,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
05-May-25,137694,Permanently Closed (Outlet/brand),"There is a hardware issue at the outlet, and the service will be activated once the issue is resolved. Currently, they are searching for a second-hand hardware device within their budget, but they have not been able to find one yet",There is a hardware issue at the outlet; it will be activated soon once the issue is resolved.
05-May-25,329460,Permanently Closed (Outlet/brand),The Id has been deleted from the dashboard on 16 Dec 2025.,The Id has been deleted from the dashboard on 16 Dec 2025.
08-May-25,336453,Permanently Closed (Outlet/brand),Owner not responding call and text.,Owner not responding call and text.
08-May-25,147773,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
05-May-25,121361,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
05-May-25,159272,Permanently Closed (Outlet/brand),Franchise Closed,Franchise Closed
05-May-25,355426,Permanently Closed (Outlet/brand),franchise Closed,franchise Closed
05-May-25,150509,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
05-May-25,346441,Permanently Closed (Outlet/brand),Permanently Closed,Permanently Closed
08-May-25,98335,Permanently Closed (Outlet/brand),Low Buisness,Low Buisness
05-May-25,61515,Permanently Closed (Outlet/brand),Low Buisness,Low Buisness 
05-May-25,129544,Permanently Closed (Outlet/brand),"Brand is facing financial issue, also these outlets has more than 150+ out of sync days. Hence consider as permanently closed.",Brand is facing financial issue
08-May-25,149341,Outlet once out of Sync- now Active,Active,Active
05-May-25,315234,Switched to Another POS,"This is red brand,They devloped their own software"," This is red brand,They devloped their own software"
05-May-25,93133,Permanently Closed (Outlet/brand),The development raised by the brand is live and they are not using that service and using their own software,The development raised by the brand is live and they are not using that service and using their own software
05-May-25,340690,Permanently Closed (Outlet/brand),outlet is closed,outlet is closed
05-May-25,96085,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
08-May-25,103333,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
05-May-25,90440,Permanently Closed (Outlet/brand),0,
05-May-25,343388,Permanently Closed (Outlet/brand),The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.,The IDs that I have marked is permanatley Closed and they will share a detailed email to remove from the master log in.
08-May-25,42296,Not Connected Brand,0,
06-May-25,13718,Permanently Closed (Outlet/brand),Renewal Payment Overdue,Renewal Payment Overdue
06-May-25,120967,Permanently Closed (Outlet/brand),The outlet is closed,The outlet is closed
06-May-25,129157,Switched to Another POS,Brand is shifted to another POS Urban Piper as per managements call and currently not connected with the brand,Brand is shifted to another POS Urban Piper  as per managements call and currently not connected with the brand
08-May-25,321829,Permanently Closed (Outlet/brand),Low Buisness,Low Buisness
08-May-25,146579,Permanently Closed (Outlet/brand),"As confirmed with Diya and Dhruvi, who are the Key Account Managers from the brand, they have informed us that most of the outlet owners have shifted abroad and have decided not to continue with CSB.","As confirmed with Diya and Dhruvi, who are the Key Account Managers from the brand, they have informed us that most of the outlet owners have shifted abroad and have decided not to continue with CSB."
06-May-25,326834,Permanently Closed (Outlet/brand),Franchise Outlets Closed due to low Sales,Franchise Outlets Closed due to low Sales
06-May-25,145403,Permanently Closed (Outlet/brand),0,
08-May-25,335736,Permanently Closed (Outlet/brand),Permanently Closed,Permanently Closed
06-May-25,362502,Permanently Closed (Outlet/brand),"I connected with the brand owner, Mr. Arun, and he informed that the outlet was not performing well in the market, due to which they have decided to close it.","I connected with the brand owner, Mr. Arun, and he informed that the outlet was not performing well in the market, due to which they have decided to close it."
08-May-25,151550,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
08-May-25,77432,Permanently Closed (Outlet/brand),Not Connected,Not Connected
08-May-25,49279,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
